# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	869745	871985	-					babA		HELPY_RS04255	2241		old_locus_tag=HELPY_0880
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	869745	871985	-	WP_000716269.1	WP_000716269.1		Hop family adhesin BabA	babA		HELPY_RS04255	2241	746	
gene	tRNA	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	872190	872266	-							HELPY_RS04260	77		old_locus_tag=HELPY_tRNA25
tRNA		GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	872190	872266	-				tRNA-Met			HELPY_RS04260	77		anticodon=CAT
gene	tRNA	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	872279	872353	-							HELPY_RS04265	75		old_locus_tag=HELPY_tRNA24
tRNA		GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	872279	872353	-				tRNA-Gln			HELPY_RS04265	75		anticodon=TTG
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	872309	872938	+							HELPY_RS08585	630		old_locus_tag=HELPY_0881
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	872309	872938	+	WP_231844047.1	WP_231844047.1		hypothetical protein			HELPY_RS08585	630	209	
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	872971	872976	-							HELPY_RS08590	6		partial;pseudo
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	872971	872976	-				hypothetical protein			HELPY_RS08590	6		partial;pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	873030	874142	-					hypD		HELPY_RS04275	1113		old_locus_tag=HELPY_0882
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	873030	874142	-	WP_000109833.1	WP_000109833.1		hydrogenase formation protein HypD	hypD		HELPY_RS04275	1113	370	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	874160	874396	-							HELPY_RS04280	237		old_locus_tag=HELPY_0883
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	874160	874396	-	WP_000335461.1	WP_000335461.1		HypC/HybG/HupF family hydrogenase formation chaperone			HELPY_RS04280	237	78	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	874396	875124	-					hypB		HELPY_RS04285	729		old_locus_tag=HELPY_0884
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	874396	875124	-	WP_000003593.1	WP_000003593.1		hydrogenase nickel incorporation protein HypB	hypB		HELPY_RS04285	729	242	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	875369	875668	-							HELPY_RS04295	300		old_locus_tag=HELPY_0886
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	875369	875668	-	WP_000454242.1	WP_000454242.1		cupin domain-containing protein			HELPY_RS04295	300	99	
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	875766	876965	-							HELPY_RS04300	1200		pseudo;old_locus_tag=HELPY_0888
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	875766	876965	-				acetate kinase			HELPY_RS04300	1200		pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	876982	878538	-					pta		HELPY_RS04305	1557		old_locus_tag=HELPY_0889
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	876982	878538	-	WP_001161792.1	WP_001161792.1		phosphate acetyltransferase	pta		HELPY_RS04305	1557	518	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	878919	880457	+							HELPY_RS04310	1539		old_locus_tag=HELPY_0890
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	878919	880457	+	WP_001139988.1	WP_001139988.1		flagellar hook-length control protein FliK			HELPY_RS04310	1539	512	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	880508	881428	+					flgD		HELPY_RS04315	921		old_locus_tag=HELPY_0891
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	880508	881428	+	WP_000963327.1	WP_000963327.1		flagellar hook assembly protein FlgD	flgD		HELPY_RS04315	921	306	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	881425	883242	+							HELPY_RS04320	1818		old_locus_tag=HELPY_0892
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	881425	883242	+	WP_001000236.1	WP_001000236.1		flagellar hook protein FlgE			HELPY_RS04320	1818	605	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	883294	883875	+							HELPY_RS04325	582		old_locus_tag=HELPY_0893
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	883294	883875	+	WP_015828999.1	WP_015828999.1		hypothetical protein			HELPY_RS04325	582	193	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	883885	885036	+							HELPY_RS04330	1152		old_locus_tag=HELPY_0894
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	883885	885036	+	WP_000427105.1	WP_000427105.1		N-6 DNA methylase			HELPY_RS04330	1152	383	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	885040	887067	+							HELPY_RS04335	2028		old_locus_tag=HELPY_0895
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	885040	887067	+	WP_000894533.1	WP_000894533.1		ATP-dependent helicase			HELPY_RS04335	2028	675	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	887654	889207	+					alpA		HELPY_RS04340	1554		old_locus_tag=HELPY_0897
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	887654	889207	+	WP_000592400.1	WP_000592400.1		Hop family adhesin AlpA	alpA		HELPY_RS04340	1554	517	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	889229	890827	+					alpB		HELPY_RS04345	1599		old_locus_tag=HELPY_0898
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	889229	890827	+	WP_000812511.1	WP_000812511.1		Hop family adhesin AlpB	alpB		HELPY_RS04345	1599	532	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	891701	893245	-					hofG		HELPY_RS04350	1545		old_locus_tag=HELPY_0900
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	891701	893245	-	WP_001248521.1	WP_001248521.1		outer membrane beta-barrel protein HofG	hofG		HELPY_RS04350	1545	514	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	893571	896012	-							HELPY_RS04355	2442		old_locus_tag=HELPY_0901
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	893571	896012	-	WP_000998205.1	WP_000998205.1		TonB-dependent receptor			HELPY_RS04355	2442	813	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	896196	896627	-							HELPY_RS04360	432		old_locus_tag=HELPY_0902
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	896196	896627	-	WP_001230017.1	WP_001230017.1		hypothetical protein			HELPY_RS04360	432	143	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	896632	899889	-					carB		HELPY_RS04365	3258		old_locus_tag=HELPY_0903
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	896632	899889	-	WP_001126549.1	WP_001126549.1		carbamoyl-phosphate synthase large subunit	carB		HELPY_RS04365	3258	1085	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	899987	900679	-							HELPY_RS04370	693		old_locus_tag=HELPY_0904
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	899987	900679	-	WP_001240216.1	WP_001240216.1		Bax inhibitor-1/YccA family protein			HELPY_RS04370	693	230	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	900826	901824	+					gap		HELPY_RS04375	999		old_locus_tag=HELPY_0905
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	900826	901824	+	WP_000688668.1	WP_000688668.1		type I glyceraldehyde-3-phosphate dehydrogenase	gap		HELPY_RS04375	999	332	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	901905	909479	+							HELPY_RS04380	7575		old_locus_tag=HELPY_0906
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	901905	909479	+	WP_000874625.1	WP_000874625.1		vacuolating cytotoxin domain-containing protein			HELPY_RS04380	7575	2524	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	909531	910625	+					hopJ		HELPY_RS04385	1095		old_locus_tag=HELPY_0907
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	909531	910625	+	WP_001169510.1	WP_001169510.1		Hop family outer membrane protein HopJ/HopK	hopJ		HELPY_RS04385	1095	364	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	910693	910899	-							HELPY_RS04390	207		old_locus_tag=HELPY_0908
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	910693	910899	-	WP_001115888.1	WP_001115888.1		4-oxalocrotonate tautomerase family protein			HELPY_RS04390	207	68	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	911056	911637	+					recR		HELPY_RS04395	582		old_locus_tag=HELPY_0909
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	911056	911637	+	WP_001099633.1	WP_001099633.1		recombination mediator RecR	recR		HELPY_RS04395	582	193	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	911634	912779	+					truD		HELPY_RS04400	1146		old_locus_tag=HELPY_0910
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	911634	912779	+	WP_001052421.1	WP_001052421.1		tRNA pseudouridine(13) synthase TruD	truD		HELPY_RS04400	1146	381	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	912766	913698	+					htpX		HELPY_RS04405	933		old_locus_tag=HELPY_0911
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	912766	913698	+	WP_000180878.1	WP_000180878.1		zinc metalloprotease HtpX	htpX		HELPY_RS04405	933	310	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	913699	914241	+					folE		HELPY_RS04410	543		old_locus_tag=HELPY_0912
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	913699	914241	+	WP_000426984.1	WP_000426984.1		GTP cyclohydrolase I FolE	folE		HELPY_RS04410	543	180	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	914257	915168	+							HELPY_RS04415	912		old_locus_tag=HELPY_0913
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	914257	915168	+	WP_000070345.1	WP_000070345.1		polyprenyl synthetase family protein			HELPY_RS04415	912	303	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	915165	915968	+					surE		HELPY_RS04420	804		old_locus_tag=HELPY_0914
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	915165	915968	+	WP_000722449.1	WP_000722449.1		5'/3'-nucleotidase SurE	surE		HELPY_RS04420	804	267	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	915965	916624	+							HELPY_RS04425	660		old_locus_tag=HELPY_0915
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	915965	916624	+	WP_000726631.1	WP_000726631.1		hypothetical protein			HELPY_RS04425	660	219	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	916626	917228	+							HELPY_RS04430	603		old_locus_tag=HELPY_0916
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	916626	917228	+	WP_000236828.1	WP_000236828.1		6-pyruvoyl tetrahydropterin synthase family protein			HELPY_RS04430	603	200	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	917231	917986	+							HELPY_RS04435	756		old_locus_tag=HELPY_0917
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	917231	917986	+	WP_000775618.1	WP_000775618.1		7-carboxy-7-deazaguanine synthase QueE			HELPY_RS04435	756	251	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	918083	918568	+							HELPY_RS04440	486		old_locus_tag=HELPY_0918
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	918083	918568	+	WP_000153443.1	WP_000153443.1		GNAT family N-acetyltransferase			HELPY_RS04440	486	161	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	918665	918907	+							HELPY_RS04445	243		old_locus_tag=HELPY_0919
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	918665	918907	+	WP_000478806.1	WP_000478806.1		outer membrane beta-barrel protein			HELPY_RS04445	243	80	
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	919070	920448	-							HELPY_RS04450	1379		pseudo
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	919070	920448	-				MFS transporter			HELPY_RS04450	1379		pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	920696	921298	-							HELPY_RS08595	603		old_locus_tag=HELPY_0922
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	920696	921298	-	WP_231844031.1	WP_231844031.1		DUF262 domain-containing protein			HELPY_RS08595	603	200	
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	921379	922370	-							HELPY_RS08600	992		pseudo
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	921379	922370	-				DUF262 domain-containing protein			HELPY_RS08600	992		pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	922444	923157	-							HELPY_RS04465	714		old_locus_tag=HELPY_0925
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	922444	923157	-	WP_041200421.1	WP_041200421.1		amino acid ABC transporter permease			HELPY_RS04465	714	237	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	923141	923902	-							HELPY_RS04470	762		old_locus_tag=HELPY_0926
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	923141	923902	-	WP_000756470.1	WP_000756470.1		amino acid ABC transporter substrate-binding protein			HELPY_RS04470	762	253	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	923970	925103	-					alr		HELPY_RS04475	1134		old_locus_tag=HELPY_0927
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	923970	925103	-	WP_000917905.1	WP_000917905.1		alanine racemase	alr		HELPY_RS04475	1134	377	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	925110	926462	-							HELPY_RS04480	1353		old_locus_tag=HELPY_0928
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	925110	926462	-	WP_000447664.1	WP_000447664.1		AGCS family amino acid carrier protein			HELPY_RS04480	1353	450	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	926503	927735	-							HELPY_RS04485	1233		old_locus_tag=HELPY_0929
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	926503	927735	-	WP_000712510.1	WP_000712510.1		FAD-binding oxidoreductase			HELPY_RS04485	1233	410	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	927758	928135	-							HELPY_RS04490	378		old_locus_tag=HELPY_0930
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	927758	928135	-	WP_000665792.1	WP_000665792.1		RidA family protein			HELPY_RS04490	378	125	
gene	tRNA	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	928451	928525	+							HELPY_RS04495	75		old_locus_tag=HELPY_tRNA4
tRNA		GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	928451	928525	+				tRNA-Gly			HELPY_RS04495	75		anticodon=GCC
gene	tRNA	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	928567	928653	+							HELPY_RS04500	87		old_locus_tag=HELPY_tRNA5
tRNA		GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	928567	928653	+				tRNA-Leu			HELPY_RS04500	87		anticodon=TAA
gene	tRNA	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	928727	928801	+							HELPY_RS04505	75		old_locus_tag=HELPY_tRNA6
tRNA		GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	928727	928801	+				tRNA-Cys			HELPY_RS04505	75		anticodon=GCA
gene	tRNA	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	928849	928936	+							HELPY_RS04510	88		old_locus_tag=HELPY_tRNA7
tRNA		GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	928849	928936	+				tRNA-Ser			HELPY_RS04510	88		anticodon=TGA
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	929062	930543	+							HELPY_RS04515	1482		old_locus_tag=HELPY_0931
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	929062	930543	+	WP_000524396.1	WP_000524396.1		Na+/H+ antiporter NhaC family protein			HELPY_RS04515	1482	493	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	930869	931231	+							HELPY_RS04520	363		old_locus_tag=HELPY_0932
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	930869	931231	+	WP_000953809.1	WP_000953809.1		hypothetical protein			HELPY_RS04520	363	120	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	931635	932648	-							HELPY_RS04525	1014		old_locus_tag=HELPY_0934
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	931635	932648	-	WP_001213490.1	WP_001213490.1		LapA family protein			HELPY_RS04525	1014	337	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	932658	933110	-					rlmH		HELPY_RS04530	453		old_locus_tag=HELPY_0935
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	932658	933110	-	WP_001203883.1	WP_001203883.1		23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	rlmH		HELPY_RS04530	453	150	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	933124	933993	-					accD		HELPY_RS04535	870		old_locus_tag=HELPY_0936
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	933124	933993	-	WP_000505085.1	WP_000505085.1		acetyl-CoA carboxylase, carboxyltransferase subunit beta	accD		HELPY_RS04535	870	289	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	934074	934688	+					recO		HELPY_RS04540	615		old_locus_tag=HELPY_0937
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	934074	934688	+	WP_001161253.1	WP_001161253.1		recombination protein RecO	recO		HELPY_RS04540	615	204	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	934699	935355	+							HELPY_RS04545	657		old_locus_tag=HELPY_0938
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	934699	935355	+	WP_000669187.1	WP_000669187.1		nicotinamide-nucleotide amidohydrolase family protein			HELPY_RS04545	657	218	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	935358	935924	-							HELPY_RS04550	567		old_locus_tag=HELPY_0939
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	935358	935924	-	WP_000476715.1	WP_000476715.1		hypothetical protein			HELPY_RS04550	567	188	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	935989	936621	-					rdxA		HELPY_RS04555	633		old_locus_tag=HELPY_0940
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	935989	936621	-	WP_000670118.1	WP_000670118.1		oxygen-insensitive NAD(P)H-dependent oxidoreductase RdxA	rdxA		HELPY_RS04555	633	210	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	936618	937472	-					lgt		HELPY_RS04560	855		old_locus_tag=HELPY_0941
